Year,Neighborhood Tabulation Area NTA),Neighborhood Tabulation Area (NTA) Name,Supply Gap (lbs.),Food Insecure Percentage,Unemployment Rate,Vulnerable Population Percentage,Weighted Score,Rank
2023,BX1003,Pelham Bay-Country Club-City Island,587966.9619,0.10,0.08,0.11,5.47152059665845,88
2023,BX1004,Co-op City,679792.9615,0.12,0.07,0.09,5.36835285352644,95
2023,BX1101,Pelham Parkway-Van Nest,748668.695,0.18,0.10,0.18,6.15337729756457,36
2023,BX1102,Morris Park,-196019.0406,0.13,0.08,0.15,4.54919460482864,157
2023,BX1103,Pelham Gardens,436643.549,0.10,0.06,0.13,5.60798001291102,71
2023,BX1104,Allerton,1489743.856,0.21,0.12,0.18,7.30117156621235,7
2023,BX1201,Williamsbridge-Olinville,1107460.732,0.19,0.11,0.17,6.64386088042666,20
2023,BX1202,Eastchester-Edenwald-Baychester,425054.0326,0.15,0.10,0.15,5.99931684153448,44
2023,BX1203,Wakefield-Woodlawn,350310.2462,0.14,0.08,0.15,5.75355705777391,62
2023,MN0101,Financial District-Battery Park City,625005.7956,0.07,0.03,0.11,5.03139853586597,128
2023,MN0102,Tribeca-Civic Center,203115.2124,0.06,0.04,0.11,5.28626607616062,104
2023,MN0201,SoHo-Little Italy-Hudson Square,332364.0939,0.10,0.03,0.14,5.3870709972304,93
2023,MN0202,Greenwich Village,336493.8523,0.08,0.06,0.12,5.15916901685151,112
2023,MN0203,West Village,376781.3101,0.10,0.07,0.10,5.06099204359275,124
2023,MN0301,Chinatown-Two Bridges,1329800.632,0.21,0.11,0.19,7.09982827913244,9
2023,MN0302,Lower East Side,290239.4793,0.18,0.06,0.13,5.29368531064467,102
2023,MN0303,East Village,842491.8974,0.15,0.06,0.11,5.44616669878708,91
2023,MN0401,Chelsea-Hudson Yards,-311334.0647,0.10,0.04,0.12,4.27539196744001,169
2023,MN0402,Hell's Kitchen,903109.1351,0.12,0.07,0.14,5.95831766973986,46
2023,MN0501,Midtown South-Flatiron-Union Square,41919.22102,0.08,0.05,0.13,4.92685980950701,136
2023,MN0502,Midtown-Times Square,-34734.24015,0.09,0.04,0.15,4.31004914261419,168
2023,MN0601,Stuyvesant Town-Peter Cooper Village,210408.2356,0.08,0.03,0.13,4.82208045706524,144
2023,MN0602,Gramercy,424875.0802,0.09,0.03,0.08,5.04651607940864,125
2023,MN0603,Murray Hill-Kips Bay,1127865.041,0.10,0.04,0.13,5.58353997610765,73
2023,MN0604,East Midtown-Turtle Bay,435464.0499,0.06,0.04,0.12,4.84852790598175,140
2023,MN0701,Upper West Side-Lincoln Square,915483.0524,0.08,0.06,0.14,5.53799925152596,80
2023,MN0702,Upper West Side (Central),439127.3718,0.08,0.05,0.11,5.15347374173205,113
2023,MN0703,Upper West Side-Manhattan Valley,1199965.112,0.15,0.08,0.13,6.57316638299157,23
2023,MN0801,Upper East Side-Lenox Hill-Roosevelt Island,1240516.348,0.08,0.04,0.15,5.67896071047091,68
2023,MN0802,Upper East Side-Carnegie Hill,295590.553,0.06,0.05,0.10,4.80271565316257,148
2023,MN0803,Upper East Side-Yorkville,1007297.5,0.08,0.04,0.12,5.35022271962538,97
2023,MN0901,Morningside Heights,-8538.37235,0.14,0.08,0.17,4.8746229071933,139
2023,MN0902,Manhattanville-West Harlem,618887.0533,0.19,0.11,0.15,5.95408224139176,47
2023,MN0903,Hamilton Heights-Sugar Hill,808996.8136,0.16,0.08,0.17,5.73699205697291,63
2023,MN1001,Harlem (South),-441461.397,0.17,0.07,0.12,4.00082076538383,175
2023,MN1002,Harlem (North),2027470.719,0.21,0.11,0.12,7.07732412685636,11
2023,MN1101,East Harlem (South),1621986.721,0.21,0.10,0.13,6.72816624404931,18
2023,MN1102,East Harlem (North),1216045.823,0.24,0.08,0.12,6.08637757320779,39
2023,MN1201,Washington Heights (South),1600742.474,0.19,0.13,0.20,6.98508536339244,13
2023,MN1202,Washington Heights (North),1064662.487,0.16,0.12,0.18,6.44435379122101,24
2023,MN1203,Inwood,-180238.2823,0.15,0.08,0.17,4.65450962451711,155
2023,QN0101,Astoria (North)-Ditmars-Steinway,1030231.57,0.10,0.07,0.13,5.86907365312933,55
2023,QN0102,Old Astoria-Hallets Point,231781.5294,0.19,0.08,0.17,5.04100682336669,126
2023,QN0103,Astoria (Central),1059902.485,0.12,0.07,0.16,5.77305661206465,60
2023,QN0104,Astoria (East)-Woodside (North),716980.1706,0.12,0.08,0.17,5.4986176083037,84
2023,QN0105,Queensbridge-Ravenswood-Dutch Kills,-1392681.791,0.20,0.07,0.16,3.3912688107392,186
2023,QN0201,Long Island City-Hunters Point,-89791.05924,0.06,0.06,0.20,5.17067568361909,111
2023,QN0202,Sunnyside,-1001672.239,0.11,0.07,0.26,3.9966453999894,176
2023,QN0203,Woodside,818241.9269,0.09,0.05,0.33,5.48856466075349,86
2023,QN0301,Jackson Heights,1263895.726,0.10,0.09,0.26,6.41058320501429,26
2023,QN0302,East Elmhurst,-164804.5072,0.12,0.07,0.22,5.14757373346515,114
2023,QN0303,North Corona,-1101326.345,0.11,0.03,0.39,3.66200531620297,184
2023,QN0401,Elmhurst,452126.929,0.11,0.05,0.32,5.10113565066209,121
2023,QN0402,Corona,-2263537.799,0.13,0.06,0.33,2.36507681363192,194
2023,QN0501,Maspeth,553743.5826,0.09,0.07,0.17,5.27904991164818,105
2023,QN0502,Ridgewood,1139912.396,0.10,0.07,0.19,5.93631233089149,49
2023,QN0503,Glendale,-209126.8543,0.08,0.06,0.14,4.20286431106503,171
2023,QN0504,Middle Village,-527148.9697,0.08,0.05,0.15,3.72190153906443,181
2023,QN0601,Rego Park,446473.1014,0.11,0.05,0.19,4.94312850161629,133
2023,QN0602,Forest Hills,723135.1813,0.09,0.05,0.16,5.128559196016,118
2023,QN0701,College Point,517283.4944,0.08,0.08,0.19,5.46932668008335,89
2023,QN0702,Whitestone-Beechhurst,452737.1232,0.07,0.08,0.12,5.29641942883118,101
2023,QN0703,Bay Terrace-Clearview,384720.2784,0.08,0.07,0.10,5.13440397248179,116
2023,QN0704,Murray Hill-Broadway Flushing,1112804.93,0.11,0.05,0.27,5.76256409013113,61
2023,QN0705,East Flushing,78995.23013,0.12,0.07,0.29,4.68532744056125,154
2023,QN0706,Queensboro Hill,369394.8118,0.11,0.05,0.28,4.93846412187309,134
2023,QN0707,Flushing-Willets Point,799023.231,0.16,0.06,0.36,5.29831691400506,100
2023,QN0801,Kew Gardens Hills,-309269.1005,0.10,0.06,0.15,4.08867070559774,172
2023,QN0802,Pomonok-Electchester-Hillcrest,713600.1306,0.15,0.09,0.12,5.50722203717618,82
2023,QN0803,Fresh Meadows-Utopia,516502.9152,0.11,0.05,0.15,5.03481482120984,127
2023,QN0804,Jamaica Estates-Holliswood,341396.5582,0.09,0.09,0.17,5.9267085231277,50
2023,QN0805,Jamaica Hills-Briarwood,439227.4095,0.13,0.09,0.18,5.92259179807272,52
2023,QN0901,Kew Gardens,144592.772,0.10,0.05,0.14,4.65228241391992,156
2023,QN0902,Richmond Hill,-2468787.736,0.11,0.06,0.19,1.41129491603146,197
2023,QN0903,South Richmond Hill,-114405.2212,0.13,0.08,0.24,4.80765360797996,146
2023,QN0904,Ozone Park (North),-117007.6035,0.12,0.08,0.19,4.53875773373029,158
2023,QN0905,Woodhaven,-121379.7725,0.08,0.08,0.20,4.79669491458607,149
2023,QN1001,South Ozone Park,588303.7278,0.11,0.09,0.17,5.54036462225884,79
2023,QN1002,Ozone Park,321295.4656,0.10,0.06,0.13,4.92139444269099,137
2023,QN1003,Howard Beach-Lindenwood,636282.0614,0.10,0.09,0.07,5.62787272351457,70
2023,QN1101,Auburndale,553408.6708,0.07,0.05,0.18,5.11010085607041,120
2023,QN1102,Bayside,565390.0224,0.07,0.05,0.14,5.54160902669406,78
2023,QN1103,Douglaston-Little Neck,262784.4073,0.06,0.05,0.12,4.84328900689894,141
2023,QN1104,Oakland Gardens-Hollis Hills,439646.0523,0.08,0.05,0.12,5.01173807558284,131
2023,QN1201,Jamaica,-1862764.978,0.14,0.09,0.24,2.9753828731446,190
2023,QN1202,South Jamaica,-2882998.136,0.16,0.15,0.17,2.89651347627978,191
2023,QN1203,Baisley Park,-189680.0695,0.11,0.10,0.15,5.28667427438506,103
2023,QN1204,Springfield Gardens (North)-Rochdale Village,-627467.6394,0.11,0.07,0.09,4.49631663561612,160
2023,QN1205,St. Albans,-1996022.429,0.10,0.05,0.12,2.18655189945935,195
2023,QN1206,Hollis,-702529.8383,0.11,0.06,0.14,3.89852817965056,177
2023,QN1301,Glen Oaks-Floral Park-New Hyde Park,406931.2689,0.08,0.04,0.14,4.88182969970678,138
2023,QN1302,Bellerose,427361.2366,0.08,0.07,0.16,5.57770203204466,74
2023,QN1303,Queens Village,-981430.8178,0.09,0.09,0.15,3.67612328566696,183
2023,QN1304,Cambria Heights,-601660.901,0.07,0.06,0.12,3.8068994117907,178
2023,QN1305,Laurelton,-608571.9333,0.07,0.06,0.11,3.74514782956288,180
2023,QN1306,Springfield Gardens (South)-Brookville,62271.05773,0.11,0.07,0.11,5.3836286740024,94
2023,QN1307,Rosedale,234625.1306,0.08,0.07,0.10,4.93618216701107,135
2023,QN1401,Far Rockaway-Bayswater,869787.9585,0.16,0.10,0.15,6.35145310965015,28
2023,QN1402,Rockaway Beach-Arverne-Edgemere,1381374.195,0.18,0.10,0.11,6.57834582923461,22
2023,QN1403,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,332443.0736,0.10,0.06,0.07,5.26932253582898,106
2023,SI0101,St. George-New Brighton,390451.9196,0.17,0.07,0.11,5.25215660944215,107
2023,SI0102,Tompkinsville-Stapleton-Clifton-Fox Hills,-1266679.246,0.18,0.06,0.14,3.16543124881586,189
2023,SI0103,Rosebank-Shore Acres-Park Hill,345292.4355,0.14,0.08,0.12,5.55569715188453,77
2023,SI0104,West New Brighton-Silver Lake-Grymes Hill,164771.2549,0.10,0.04,0.10,4.7482469163336,151
2023,SI0105,Westerleigh-Castleton Corners,417583.2509,0.07,0.05,0.10,5.50051679928357,83
2023,SI0106,Port Richmond,-709989.7873,0.11,0.08,0.15,4.06678763314699,173
2023,SI0107,Mariner's Harbor-Arlington-Graniteville,502986.0649,0.11,0.06,0.14,5.40947114909143,92
2023,SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,568660.8488,0.10,0.06,0.11,5.5648819309015,76
2023,SI0202,New Dorp-Midland Beach,515928.8776,0.08,0.06,0.15,5.12292736060944,119
2023,SI0203,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,-37083.22985,0.07,0.06,0.11,4.48208492099508,161
2023,SI0204,New Springville-Willowbrook-Bulls Head-Travis,729327.2479,0.08,0.05,0.10,5.80347755362851,58
2023,SI0301,Oakwood-Richmondtown,331779.91,0.08,0.06,0.08,5.01058849068037,132
2023,SI0302,Great Kills-Eltingville,581386.9542,0.07,0.05,0.06,5.01270756636697,130
2023,SI0303,Arden Heights-Rossville,480368.9664,0.07,0.06,0.07,5.13067395488024,117
2023,SI0304,Annadale-Huguenot-Prince's Bay-Woodrow,391979.8772,0.05,0.04,0.07,4.8035791775019,147
2023,SI0305,Tottenville-Charleston,253192.0929,0.07,0.02,0.07,4.69067524166636,153
2022,BK09,Brooklyn Heights-Cobble Hill,357939.771204754,,0.05,,6.222,137
2022,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1388057.14038015,,0.10,,7.55175,28
2022,BK19,Brighton Beach,925341.219891935,,0.09,,7.201,45
2022,BK21,Seagate-Coney Island,389108.055375911,,0.19,,7.461,34
2022,BK23,West Brighton,380626.519733415,,0.08,,6.481,107
2022,BK25,Homecrest,511214.631957526,,0.09,,6.69525,80
2022,BK26,Gravesend,-543034.692016205,,0.13,,6.2045,139
2022,BK27,Bath Beach,755600.064570707,,0.09,,6.853,65
2022,BK28,Bensonhurst West,1255889.04006466,,0.11,,7.77725,17
2022,BK29,Bensonhurst East,641438.29737552,,0.10,,7.06425,50
2022,BK30,Dyker Heights,777325.536666518,,0.11,,7.06825,48
2022,BK31,Bay Ridge,1274700.91024922,,0.09,,7.40025,37
2022,BK32,Sunset Park West,1179545.80540742,,0.11,,7.824,16
2022,BK33,Carroll Gardens-Columbia Street-Red Hook,622414.526256284,,0.07,,6.6175,87
2022,BK34,Sunset Park East,1659544.94380941,,0.11,,8.25925,5
2022,BK35,Stuyvesant Heights,-3178057.857265,,0.15,,4.65075,183
2022,BK37,Park Slope-Gowanus,443301.197532398,,0.05,,6.344,122
2022,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,435079.333125454,,0.10,,6.69625,79
2022,BK40,Windsor Terrace,225188.887909773,,0.05,,6.117,147
2022,BK41,Kensington-Ocean Parkway,-114296.241021798,,0.09,,6.21325,138
2022,BK42,Flatbush,-1962149.37153344,,0.11,,5.47725,172
2022,BK43,Midwood,-727741.280123081,,0.09,,6.0565,151
2022,BK44,Madison,643644.796569599,,0.08,,6.70125,78
2022,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,143933.135575954,,0.08,,6.31225,130
2022,BK46,Ocean Parkway South,-890581.661571043,,0.07,,5.4135,175
2022,BK50,Canarsie,-4652214.33094804,,0.11,,3.218,187
2022,BK58,Flatlands,-978325.689157357,,0.13,,5.90675,155
2022,BK60,Prospect Lefferts Gardens-Wingate,-780098.45527605,,0.13,,6.18775,141
2022,BK61,Crown Heights North,-928738.484183251,,0.12,,6.062,150
2022,BK63,Crown Heights South,-163720.881709088,,0.14,,6.561,98
2022,BK64,Prospect Heights,-47974.021349053,,0.07,,6.012,152
2022,BK68,Fort Greene,101820.716385217,,0.11,,6.48275,105
2022,BK69,Clinton Hill,-206596.668580914,,0.09,,6.07325,149
2022,BK72,Williamsburg,1550559.78339156,,0.08,,7.62325,25
2022,BK73,North Side-South Side,-502896.646821814,,0.08,,5.785,157
2022,BK75,Bedford,1231329.17837943,,0.13,,7.996,13
2022,BK76,Greenpoint,165436.339760939,,0.07,,6.18175,142
2022,BK77,Bushwick North,447788.11279023,,0.14,,7.38275,38
2022,BK78,Bushwick South,-1990815.05831657,,0.15,,5.70425,160
2022,BK79,Ocean Hill,-2689494.64165599,,0.14,,4.858,180
2022,BK81,Brownsville,-424810.550769591,,0.24,,7.6,26
2022,BK82,East New York,-2043901.74050393,,0.15,,5.7465,159
2022,BK83,Cypress Hills-City Line,-1180917.65309102,,0.12,,5.66775,164
2022,BK85,East New York (Pennsylvania Ave),-177662.290168144,,0.21,,7.3465,39
2022,BK88,Borough Park,1336099.81797921,,0.08,,7.63875,23
2022,BK90,East Williamsburg,455550.009056732,,0.10,,6.93875,59
2022,BK91,East Flatbush-Farragut,-787716.131927006,,0.12,,6.196,140
2022,BK93,Starrett City,84749.3696835111,,0.13,,6.9195,61
2022,BK95,Erasmus,-524331.897871029,,0.12,,6.1205,145
2022,BK96,Rugby-Remsen Village,-2061965.08535429,,0.14,,5.1685,177
2022,BK99,park-cemetery-etc-Brooklyn,-291623.33150432,,0.13,,,
2022,BX01,Claremont-Bathgate,-229308.235076482,,0.22,,7.473,32
2022,BX03,Eastchester-Edenwald-Baychester,-265882.653822833,,0.14,,6.71475,77
2022,BX05,Bedford Park-Fordham North,1655238.03792728,,0.19,,8.6935,1
2022,BX06,Belmont,-130393.247937149,,0.19,,7.0165,54
2022,BX07,Bronxdale,1212206.10097383,,0.17,,7.8635,15
2022,BX08,West Farms-Bronx River,1145474.43618893,,0.16,,7.7655,18
2022,BX09,Soundview-Castle Hill-Clason Point-Harding Park,1055949.00404383,,0.16,,7.99725,12
2022,BX10,Pelham Bay-Country Club-City Island,638103.626753764,,0.08,,6.67175,83
2022,BX13,Co-op City,697610.81923777,,0.13,,7.146,46
2022,BX14,East Concourse-Concourse Village,-385128.491932946,,0.16,,6.8895,62
2022,BX17,East Tremont,1243791.74657443,,0.23,,8.69,2
2022,BX22,North Riverdale-Fieldston-Riverdale,581081.095255975,,0.08,,6.61925,86
2022,BX26,Highbridge,483029.703389497,,0.17,,7.63825,24
2022,BX27,Hunts Point,-1173088.58805744,,0.15,,6.10225,148
2022,BX28,Van Cortlandt Village,1201659.70118336,,0.16,,8.07075,7
2022,BX29,Spuyten Duyvil-Kingsbridge,578414.606038428,,0.08,,6.64725,84
2022,BX30,Kingsbridge Heights,660199.228487912,,0.17,,7.54025,30
2022,BX31,Allerton-Pelham Gardens,277453.224373212,,0.11,,6.88275,64
2022,BX33,Longwood,-1045830.35331095,,0.17,,6.35875,121
2022,BX34,Melrose South-Mott Haven North,-2226978.13047249,,0.18,,5.635,167
2022,BX35,Morrisania-Melrose,-2671635.0543957,,0.16,,5.122,178
2022,BX36,University Heights-Morris Heights,1647142.40960557,,0.17,,8.661,3
2022,BX37,Van Nest-Morris Park-Westchester Square,26385.9515674692,,0.15,,6.796,69
2022,BX39,Mott Haven-Port Morris,-506118.835486427,,0.18,,7.068,49
2022,BX40,Fordham South,1052945.98659553,,0.20,,8.05925,8
2022,BX41,Mount Hope,827701.564164053,,0.17,,7.74675,20
2022,BX43,Norwood,384367.72857821,,0.17,,7.437,35
2022,BX44,Williamsbridge-Olinville,-1193195.32462944,,0.18,,6.4445,111
2022,BX46,Parkchester,562789.731210735,,0.14,,7.132,47
2022,BX49,Pelham Parkway,413533.282912547,,0.14,,6.9955,56
2022,BX52,Schuylerville-Throgs Neck-Edgewater Park,1030098.67519794,,0.11,,7.25975,41
2022,BX55,Soundview-Bruckner,1169204.54295063,,0.18,,8.19175,6
2022,BX59,Westchester-Unionport,118182.103329727,,0.17,,7.0235,53
2022,BX62,Woodlawn-Wakefield,-1198587.49575814,,0.12,,5.64,165
2022,BX63,West Concourse,116113.895863443,,0.15,,6.9985,55
2022,BX75,Crotona Park East,-49151.6185716083,,0.16,,7.04025,51
2022,BX98,Rikers Island,0,,0.18,,,
2022,BX99,park-cemetery-etc-Bronx,-478144.502322591,,0.08,,,
2022,MN01,Marble Hill-Inwood,507466.741115245,,0.13,,7.309,40
2022,MN03,Central Harlem North-Polo Grounds,1089090.38048577,,0.15,,8.05375,9
2022,MN04,Hamilton Heights,671914.138927497,,0.11,,7.2395,43
2022,MN06,Manhattanville,412448.18769039,,0.11,,6.74525,72
2022,MN09,Morningside Heights,53308.8239658992,,0.08,,6.45575,110
2022,MN11,Central Harlem South,-276850.814422064,,0.09,,6.33975,125
2022,MN12,Upper West Side,1120706.06809286,,0.06,,7.22525,44
2022,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,-330459.267225563,,0.06,,5.87175,156
2022,MN14,Lincoln Square,994858.267343575,,0.05,,6.797,68
2022,MN15,Clinton,803639.725773481,,0.07,,6.69275,81
2022,MN17,Midtown-Midtown South,-580330.596458341,,0.06,,5.515,170
2022,MN19,Turtle Bay-East Midtown,681398.411327696,,0.03,,6.523,101
2022,MN20,Murray Hill-Kips Bay,444437.582433903,,0.05,,6.313,129
2022,MN21,Gramercy,344112.656006435,,0.06,,6.26575,133
2022,MN22,East Village,603556.505380604,,0.07,,6.5755,95
2022,MN23,West Village,447942.332523759,,0.05,,6.326,128
2022,MN24,SoHo-TriBeCa-Civic Center-Little Italy,531614.948537112,,0.05,,6.376,119
2022,MN25,Battery Park City-Lower Manhattan,259228.007273611,,0.04,,6.145,144
2022,MN27,Chinatown,1013485.8354984,,0.11,,7.462,33
2022,MN28,Lower East Side,1172850.70366688,,0.11,,7.6955,21
2022,MN31,Lenox Hill-Roosevelt Island,462855.929061598,,0.04,,6.472,108
2022,MN32,Yorkville,887031.428262576,,0.04,,6.793,70
2022,MN33,East Harlem South,1321687.56169761,,0.14,,8.03675,11
2022,MN34,East Harlem North,645055.069465691,,0.14,,7.594,27
2022,MN35,Washington Heights North,478226.512397832,,0.13,,7.40425,36
2022,MN36,Washington Heights South,679630.519218464,,0.14,,7.747,19
2022,MN40,Upper East Side-Carnegie Hill,445831.706832146,,0.03,,6.417,115
2022,MN50,Stuyvesant Town-Cooper Village,-213391.964001695,,0.04,,5.767,158
2022,MN99,park-cemetery-etc-Manhattan,-298260.234003348,,0.31,,,
2022,QN01,South Jamaica,-3113372.52472361,,0.21,,4.95925,179
2022,QN02,Springfield Gardens North,-1415240.21434623,,0.13,,5.45725,173
2022,QN03,Springfield Gardens South-Brookville,-461563.493001896,,0.14,,6.271,132
2022,QN05,Rosedale,124278.380252643,,0.11,,6.488,104
2022,QN06,Jamaica Estates-Holliswood,222896.48091228,,0.11,,6.60175,88
2022,QN07,Hollis,-838776.203301132,,0.15,,6.1205,145
2022,QN08,St. Albans,-3189956.15291018,,0.14,,4.32125,184
2022,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,651143.692461665,,0.09,,6.986,57
2022,QN12,Hammels-Arverne-Edgemere,990797.007053637,,0.16,,7.674,22
2022,QN15,Far Rockaway-Bayswater,5183.24092695978,,0.12,,6.94825,58
2022,QN17,Forest Hills,-52721.8050735206,,0.07,,6.2475,135
2022,QN18,Rego Park,62147.1893146202,,0.08,,6.2255,136
2022,QN19,Glendale,184177.434115377,,0.09,,6.411,116
2022,QN20,Ridgewood,-249106.433251107,,0.10,,6.37675,118
2022,QN21,Middle Village,31378.6394560062,,0.09,,6.34025,124
2022,QN22,Flushing,-7441650.69841794,,0.09,,1.57075,188
2022,QN23,College Point,235604.173980924,,0.10,,6.52875,100
2022,QN25,Corona,1262966.71965218,,0.11,,8.04525,10
2022,QN26,North Corona,117637.51194642,,0.12,,7.25375,42
2022,QN27,East Elmhurst,-524758.942516348,,0.12,,6.426,114
2022,QN28,Jackson Heights,1388161.97596081,,0.10,,8.558,4
2022,QN29,Elmhurst,1204897.38769961,,0.10,,7.941,14
2022,QN30,Maspeth,584903.140946587,,0.09,,6.72075,76
2022,QN31,Hunters Point-Sunnyside-West Maspeth,-2063220.16359255,,0.07,,4.74475,182
2022,QN33,Cambria Heights,-1069357.14002873,,0.12,,5.63575,166
2022,QN34,Queens Village,-2164231.37669463,,0.15,,5.385,176
2022,QN35,Briarwood-Jamaica Hills,-329161.294559037,,0.13,,6.57875,93
2022,QN37,Kew Gardens Hills,-914621.21137103,,0.10,,5.63375,168
2022,QN38,Pomonok-Flushing Heights-Hillcrest,156642.324494385,,0.15,,6.8835,63
2022,QN41,Fresh Meadows-Utopia,478296,,0.11,,6.782,71
2022,QN42,Oakland Gardens,519887.931354899,,0.08,,6.60175,88
2022,QN43,Bellerose,331280.698980118,,0.09,,6.4985,103
2022,QN44,Glen Oaks-Floral Park-New Hyde Park,416648.772880504,,0.09,,6.58075,92
2022,QN45,Douglas Manor-Douglaston-Little Neck,257040.866989531,,0.08,,6.38475,117
2022,QN46,Bayside-Bayside Hills,730462.532572621,,0.09,,6.83825,67
2022,QN47,Ft. Totten-Bay Terrace-Clearview,393222.524042016,,0.08,,6.44425,112
2022,QN48,Auburndale,388655.08,,0.09,,6.5755,94
2022,QN49,Whitestone,544194.56,,0.08,,6.67475,82
2022,QN50,Elmhurst-Maspeth,322459.430523087,,0.09,,6.50375,102
2022,QN51,Murray Hill,-3105687.07074551,,0.09,,4.06375,185
2022,QN52,East Flushing,-1942028.99362477,,0.10,,4.82575,181
2022,QN53,Woodhaven,-703426.832530693,,0.12,,6.375,120
2022,QN54,Richmond Hill,-4762053.19539485,,0.13,,3.35525,186
2022,QN55,South Ozone Park,485856.791435838,,0.15,,7.542,29
2022,QN56,Ozone Park,268629.024946744,,0.12,,6.733,73
2022,QN57,Lindenwood-Howard Beach,562637.091128336,,0.11,,6.8415,66
2022,QN60,Kew Gardens,-575125.354647464,,0.08,,5.95175,153
2022,QN61,Jamaica,-2137358.02969702,,0.15,,5.4915,171
2022,QN62,Queensboro Hill,241188.404180193,,0.11,,6.59825,91
2022,QN63,Woodside,789088.394880441,,0.10,,7.0255,52
2022,QN66,Laurelton,-1032200.40891113,,0.11,,5.6235,169
2022,QN68,Queensbridge-Ravenswood-Long Island City,-2135469.15948454,,0.16,,5.4495,174
2022,QN70,Astoria,1406528.45608302,,0.09,,7.50025,31
2022,QN71,Old Astoria,493941.776190689,,0.10,,6.72425,75
2022,QN72,Steinway,922308.631070327,,0.08,,6.9295,60
2022,QN76,Baisley Park,-1377497.33009831,,0.15,,5.7025,161
2022,QN98,Airport,-313390.876808584,,0.00,,,
2022,QN99,park-cemetery-etc-Queens,-245601.524145639,,0.37,,,
2022,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,211492.952114573,,0.07,,6.278,131
2022,SI05,New Springville-Bloomfield-Travis,650673.21695964,,0.09,,6.72775,74
2022,SI07,Westerleigh,243872.552840804,,0.09,,6.42675,113
2022,SI08,Grymes Hill-Clifton-Fox Hills,-626960.342310539,,0.11,,5.9105,154
2022,SI11,Charleston-Richmond Valley-Tottenville,267789.940656909,,0.08,,6.341,123
2022,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,32144.6907310678,,0.10,,6.32875,127
2022,SI14,Grasmere-Arrochar-Ft. Wadsworth,156799.028462075,,0.10,,6.46525,109
2022,SI22,West New Brighton-New Brighton-St. George,-40205.3158188036,,0.11,,6.601,90
2022,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,-37121.2010832104,,0.08,,6.16775,143
2022,SI25,Oakwood-Oakwood Beach,381944.515000313,,0.09,,6.57375,96
2022,SI28,Port Richmond,-837238.001777122,,0.10,,5.6865,162
2022,SI32,Rossville-Woodrow,234587.17052078,,0.07,,6.25875,134
2022,SI35,New Brighton-Silver Lake,219884.067807149,,0.08,,6.33575,126
2022,SI36,Old Town-Dongan Hills-South Beach,374571.048863721,,0.09,,6.5685,97
2022,SI37,Stapleton-Rosebank,-1157937.71037517,,0.10,,5.68225,163
2022,SI45,New Dorp-Midland Beach,425146.864108751,,0.09,,6.53875,99
2022,SI48,Arden Heights,376259.52,,0.08,,6.481,106
2022,SI54,Great Kills,489628.074508404,,0.09,,6.62625,85
2022,SI99,park-cemetery-etc-Staten Island,0,,0.00,,,
